"N";"quarter";"ages";"years";"prey";"predator"
0.00576772723939055;1;7;2011;"cod";"grey seal"
0.0041080872972567;2;7;2011;"cod";"grey seal"
0.00283384765168898;3;7;2011;"cod";"grey seal"
0.00177925273550021;4;7;2011;"cod";"grey seal"
0.00347854478964512;1;7;2012;"cod";"grey seal"
0.00239797510301114;2;7;2012;"cod";"grey seal"
0.00175326063286571;3;7;2012;"cod";"grey seal"
0.00106397783546793;4;7;2012;"cod";"grey seal"
0.00365524326579283;1;7;2013;"cod";"grey seal"
0.00223856196839065;2;7;2013;"cod";"grey seal"
0.00140080262719437;3;7;2013;"cod";"grey seal"
0.000759901263452621;4;7;2013;"cod";"grey seal"
0.00138951092400153;1;7;2014;"cod";"grey seal"
0.000975929780302168;2;7;2014;"cod";"grey seal"
0.000686308650301302;3;7;2014;"cod";"grey seal"
0.000479711738243302;4;7;2014;"cod";"grey seal"
0.0065528384570837;1;7;2015;"cod";"grey seal"
0.00476084119249877;2;7;2015;"cod";"grey seal"
0.00353795521794018;3;7;2015;"cod";"grey seal"
0.0023572908275379;4;7;2015;"cod";"grey seal"
0.00528582305108944;1;7;2016;"cod";"grey seal"
0.00378071781720257;2;7;2016;"cod";"grey seal"
0.00277047624676952;3;7;2016;"cod";"grey seal"
0.00159504506072304;4;7;2016;"cod";"grey seal"
0.00480533025708612;1;7;2017;"cod";"grey seal"
0.00239931776088466;2;7;2017;"cod";"grey seal"
0.00125053977638054;3;7;2017;"cod";"grey seal"
0.000628981312135151;4;7;2017;"cod";"grey seal"
0.00188200418522437;1;7;2018;"cod";"grey seal"
0.001389388609465;2;7;2018;"cod";"grey seal"
0.00112433301141295;3;7;2018;"cod";"grey seal"
0.000890592860350464;4;7;2018;"cod";"grey seal"
0.00335303012063262;1;7;2019;"cod";"grey seal"
0.00278537679669048;2;7;2019;"cod";"grey seal"
0.00217923953923303;3;7;2019;"cod";"grey seal"
0.0014231501235637;4;7;2019;"cod";"grey seal"
0.00642002047982277;1;7;2020;"cod";"grey seal"
0.00435955367296018;2;7;2020;"cod";"grey seal"
0.00281969476391278;3;7;2020;"cod";"grey seal"
0.00175306924547607;4;7;2020;"cod";"grey seal"
0.00460691462873693;1;7;2021;"cod";"grey seal"
0.00320793983950908;2;7;2021;"cod";"grey seal"
0.00228361778889673;3;7;2021;"cod";"grey seal"
0.00146844704613741;4;7;2021;"cod";"grey seal"
0.00403928210264737;1;7;2022;"cod";"grey seal"
0.00314794014054299;2;7;2022;"cod";"grey seal"
0.00252590297878341;3;7;2022;"cod";"grey seal"
0.00172046260339469;4;7;2022;"cod";"grey seal"
0.0228556354630699;1;7;2023;"cod";"grey seal"
0.0160991850360034;2;7;2023;"cod";"grey seal"
0.0119825680804733;3;7;2023;"cod";"grey seal"
0.00840770712049416;4;7;2023;"cod";"grey seal"
