"sampling";"species";"age0";"age1";"age2";"age3";"age4";"age5";"age6";"age7";"age8";"age9";"age10"
"2015 4";"dab";4.27988588601182e-05;0.0273258932389916;0.23018900457094;0.305939596965144;0.191085302414458;0.115706108191124;0.0640741522411465;0.0351869775663353;0.0164598820143613;0.0070981420993471;0.0068921418392919
"2016 1";"cod";2.90644531166698e-05;0.00860551824283661;0.349712028800296;0.42280821236291;0.198690003049623;0.0149243042508424;0.00375653913899544;0.00147432970137875;NA;NA;NA
"2016 1";"herring";4.43218166458519e-10;0.0003630335238458;0.0111712057155353;0.126657351672434;0.188963792822242;0.240971478436424;0.229471307065415;0.0994894540733007;0.102912376247585;NA;NA
"2016 1";"flounder";1.94325249096796e-08;0.000274573653141818;0.0229742723354892;0.152460808181574;0.268596660883362;0.221682298470339;0.138300132278974;0.0813217371830947;0.0508069797563943;0.0288724850671326;0.0347100327579745
"2016 1";"plaice";1.88805965988137e-07;0.000995246790251927;0.0375758961035139;0.184785183415741;0.216814711868852;0.210901882484905;0.140997269731207;0.0895493586893385;0.0543070459864802;0.0323370397342007;0.0317361763895429
"2016 1";"dab";1.55289603025051e-07;0.000490556040165201;0.0663349575490983;0.269988946476497;0.291537927642064;0.166329147971569;0.098860748949408;0.0534426405149868;0.0290102324998668;0.0134111380359476;0.0105935490307934
"2016 2";"cod";0.000292773509298461;0.0259485492503749;0.463124211826176;0.355476489396722;0.141142261804983;0.0102385748607843;0.00266662615493517;0.00111051319672584;NA;NA;NA
"2016 2";"herring";3.02744102460607e-08;0.00113855896990325;0.0190236378889963;0.161126819782092;0.197362522885288;0.231363400791078;0.204874373078946;0.0960587520756559;0.0890519042536292;NA;NA
"2016 2";"flounder";1.31741666653148e-07;0.000980531503534144;0.0425557015723755;0.187937964159363;0.267687536533285;0.204677022744848;0.123542101550422;0.0720131996806617;0.0448544547490108;0.0253297540028966;0.0304216017619361
"2016 2";"plaice";3.577369802282e-06;0.00259877096472828;0.0622971343394954;0.213806051123537;0.21848709902117;0.19375828706527;0.127011782374753;0.0788815697849538;0.0471671211673365;0.0282872776634441;0.0277013291255099
